Time,Depth(m),Pressure(Pa)
4500.0,6.83,145735.2731225849
4500.0,6.84,145984.34665262856
4500.0,6.85,146254.95719740997
4500.0,6.86,146556.4281200524
4500.0,6.87,146904.89279706604
4500.0,6.88,147317.964024017
4500.0,6.89,147823.9856783877
4500.0,6.9,148453.86109509072
4500.0,6.91,149256.4190185026
4500.0,6.92,150292.66357838918
4500.0,6.93,151625.138649592
4500.0,6.94,153360.91050009747
4500.0,6.95,155662.66203437257
4500.0,6.96,158710.88319167562
4500.0,6.97,162688.86484484284
4500.0,6.98,167961.0884031843
4500.0,6.99,176297.54607284928
4500.0,7.0,197716.0184898455
4500.0,7.01,198000.44689210362
4500.0,7.02,198283.07949098578
4500.0,7.03,198565.6847904716
4500.0,7.04,198848.31144855602
4500.0,7.05,199130.926978952
4500.0,7.06,199413.54436084628
4500.0,7.07,199696.16744695752
4500.0,7.08,199978.79053451607
4500.0,7.09,200261.4022811446
4500.0,7.1,200543.9770034011
4500.0,7.11,177814.68565342794
4500.0,7.12,170079.6435936374
4500.0,7.13,165208.8901615321
4500.0,7.14,161780.24039737627
4500.0,7.15,159456.08176684848
4500.0,7.16,157759.92538424654
4500.0,7.17,156549.28082751716
4500.0,7.18,155724.16071954477
4500.0,7.19,155161.60139291384
4500.0,7.2,154816.37810597807
4500.0,7.21,154633.58409140885
4500.0,7.22,154567.1328695846
4500.0,7.23,154585.49938175204
4500.0,7.24,154668.33137430015
4500.0,7.25,154795.5955540994
4500.0,7.26,154950.9129088071
4500.0,7.27,155127.70582672115
4500.0,7.28,155318.51029447844
4500.0,7.29,155518.17924799726
4500.0,7.3,155723.37960851373
4500.0,7.31,155932.00655202195
4500.0,7.32,156142.69480724417
4500.0,7.33,156354.59642753517
4500.0,7.34,156567.19175533485
4500.0,7.35,156780.17888330162
4500.0,7.36,156993.37709484098
4500.0,7.37,157206.6873926013
4500.0,7.38,157420.05533145805
4500.0,7.39,157633.45307170463
4500.0,7.4,157846.86502869127
4500.0,7.41,158060.2836614461
4500.0,7.42,158273.70540366453
4500.0,7.43,158487.12857118365
4500.0,7.44,158700.55237154145
4500.0,7.45,158913.97644104052
4500.0,7.46,159127.40062069165
4500.0,7.47,159340.82484392525
4500.0,7.48,159554.24908487746
4500.0,7.49,159767.67333256395
4500.0,7.5,159981.09758268934
4500.0,7.51,160194.52183367734
4500.0,7.52,160407.9460849606
4500.0,7.53,160621.3703363437
4500.0,7.54,160834.79458775974
4500.0,7.55,161048.21883918476
4500.0,7.56,161261.64309061266
4500.0,7.57,161475.06734204225
4500.0,7.58,161688.49159347158
4500.0,7.59,161901.9158449004
4500.0,7.6,162115.34009632995
4500.0,7.61,162328.76434776012
4500.0,7.62,162542.1885991893
4500.0,7.63,162755.61285061837
4500.0,7.64,162969.03710204808
4500.0,7.65,163182.46135347747
4500.0,7.66,163395.8856049065
4500.0,7.67,163609.30985633633
4500.0,7.68,163822.73410776668
4500.0,7.69,164036.15835919595
4500.0,7.7,164249.5826106253
4500.0,7.71,164463.00686205536
4500.0,7.72,164676.4311134846
4500.0,7.73,164889.85536491367
4500.0,7.74,165103.2796163435
4500.0,7.75,165316.70386777376
4500.0,7.76,165530.12811920283
4500.0,7.77,165743.5523706324
4500.0,7.78,165956.97662206233
4500.0,7.79,166170.40087349166
4500.0,7.8,166383.8251249206
4500.0,7.81,166597.24937635066
4500.0,7.82,166810.67362778133
4500.0,7.83,167024.09787921034
4500.0,7.84,167237.52213063982
4500.0,7.85,167450.94638206955
4500.0,7.86,167664.37063349856
4500.0,7.87,167877.79488492743
4500.0,7.88,168091.2191363576
4500.0,7.89,168304.64338778795
4500.0,7.9,168518.06763921786
4500.0,7.91,168731.49189064826
4500.0,7.92,168944.9161420769
4500.0,7.93,169158.34039350695
4500.0,7.94,169371.76464493645
4500.0,7.95,169585.18889636704
4500.0,7.96,169798.6131477949
4500.0,7.97,170012.03739922584
4500.0,7.98,170225.46165065424
4500.0,7.99,170438.88590208313
7000.0,6.0,123187.06478759182
7000.0,6.01,123392.53780191335
7000.0,6.02,123598.010816234
7000.0,6.03,123803.48383055562
7000.0,6.04,124008.95684487556
7000.0,6.05,124214.42985919751
7000.0,6.06,124419.90287351776
7000.0,6.07,124625.37588783861
7000.0,6.08,124830.84890215902
7000.0,6.09,125036.32191648033
7000.0,6.1,125241.79493080039
7000.0,6.11,125447.26794512119
7000.0,6.12,125652.74095944062
7000.0,6.13,125858.21397376097
7000.0,6.14,126063.6869880824
7000.0,6.15,126269.1600024029
7000.0,6.16,126474.63301672433
7000.0,6.17,126680.10603104564
7000.0,6.18,126885.57904536597
7000.0,6.19,127091.05205968478
7000.0,6.2,127296.52507400465
7000.0,6.21,127501.9980883255
7000.0,6.22,127707.47110264565
7000.0,6.23,127912.94411696753
7000.0,6.24,128118.41713128913
7000.0,6.25,128323.89014560921
7000.0,6.26,128529.36315992835
7000.0,6.27,128734.83617424799
7000.0,6.28,128940.3091885688
7000.0,6.29,129145.78220288992
7000.0,6.3,129351.25521721036
7000.0,6.31,129556.72823153157
7000.0,6.32,129762.2012458526
7000.0,6.33,129967.67426017293
7000.0,6.34,130173.1472744935
7000.0,6.35,130378.62028881484
7000.0,6.36,130584.09330313464
7000.0,6.37,130789.56631745568
7000.0,6.38,130995.0393317765
7000.0,6.39,131200.51234609712
7000.0,6.4,131405.98536041804
7000.0,6.41,131611.45837473933
7000.0,6.42,131816.93138905976
7000.0,6.43,132022.40440338204
7000.0,6.44,132227.87741770464
